Repository,Original Source,Wrapper Only,YAML Only,Audit File,Missing Executable,Estimated Integration %
kubernetes,False,False,True,False,True,15%
launch-config,False,False,True,False,True,15%
leaksapi-banner,False,False,True,False,True,15%
leaksapi-logo,False,False,True,False,True,15%
LICENSE_1,False,False,True,False,True,15%
LICENSE_5,False,False,True,False,True,15%
litellm_provider,False,False,True,False,True,15%
logo_3,False,False,True,False,True,15%
main_13,False,False,True,False,True,15%
main_menu,False,False,True,False,True,15%
Makefile,False,False,True,False,True,15%
mindmap_obsidian,False,False,True,False,True,15%
misconfig-detector,False,False,True,False,True,15%
misconfigtest,False,False,True,False,True,15%
mobile-pentester,False,False,True,False,True,15%
mode,False,False,True,False,True,15%
orchestrator,False,False,True,False,True,15%
osint,False,False,True,False,True,15%
outputs,False,False,True,False,True,15%
package_3,False,False,True,False,True,15%
pacu,False,False,True,False,True,15%
pentestgpt_executor,False,False,True,False,True,15%
PentestGPT_Hackable2,False,False,True,False,True,15%
plugins,False,False,True,False,True,15%
pnpm-lock,False,False,True,False,True,15%
poc-validator,False,False,True,False,True,15%
pre-recon-code,False,False,True,False,True,15%
privesc-advisor,False,False,True,False,True,15%
privesc_agent,False,False,True,False,True,15%
prowler,False,False,True,False,True,15%
pyproject_3,False,False,True,False,True,15%
quick-start,False,False,True,False,True,15%
README_21,False,False,True,False,True,15%
README_22,False,False,True,False,True,15%
README_28,False,False,True,False,True,15%
README_29,False,False,True,False,True,15%
README_30,False,False,True,False,True,15%
reconx,False,False,True,False,True,15%
release-beta,False,False,True,False,True,15%
release_1,False,False,True,False,True,15%
requirements_7,False,False,True,False,True,15%
resolver,False,False,True,False,True,15%
results,False,False,True,False,True,15%
role-management,False,False,True,False,True,15%
rollback,False,False,True,False,True,15%
sarif,False,False,True,False,True,15%
scan_pipeline,False,False,True,False,True,15%
scan_running,False,False,True,False,True,15%
scout-suite,False,False,True,False,True,15%
Screenshot2,False,False,True,False,True,15%
Screenshot3,False,False,True,False,True,15%
Screenshot4,False,False,True,False,True,15%
secret-scanner-agent,False,False,True,False,True,15%
secure_credential,False,False,True,False,True,15%
security,False,False,True,False,True,15%
SECURITY_3,False,False,True,False,True,15%
selection_agent,False,False,True,False,True,15%
server_mcp_pentest_18,False,False,True,False,True,15%
service_analyzer,False,False,True,False,True,15%
service_correlator_1,False,False,True,False,True,15%
settings,False,False,True,False,True,15%
settings_2,False,False,True,False,True,15%
setup,False,False,True,False,True,15%
setup_1,False,False,True,False,True,15%
shannon-banner,False,False,True,False,True,15%
SHANNON-PRO_1,False,False,True,False,True,15%
shannon-report-capital-api,False,False,True,False,True,15%
shannon-screen,False,False,True,False,True,15%
shodan,False,False,True,False,True,15%
six2dez_reconftw-stars-history,False,False,True,False,True,15%
skills,False,False,True,False,True,15%
SKILL_1,False,False,True,False,True,15%
SKILL_14,False,False,True,False,True,15%
SKILL_16,False,False,True,False,True,15%
SKILL_17,False,False,True,False,True,15%
SKILL_4,False,False,True,False,True,15%
social-engineer,False,False,True,False,True,15%
sponsor-wechat-alipay-qr,False,False,True,False,True,15%
ssrf_payloads,False,False,True,False,True,15%
status,False,False,True,False,True,15%
stop,False,False,True,False,True,15%
tch,False,False,True,False,True,15%
tcp_beacon_server,False,False,True,False,True,15%
teardown,False,False,True,False,True,15%
techdetect,False,False,True,False,True,15%
terraform-reconFTW,False,False,True,False,True,15%
test_ad_agent_e2e_smoke,False,False,True,False,True,15%
test_agents,False,False,True,False,True,15%
test_benchmark_cli,False,False,True,False,True,15%
test_chain_context_discriminator,False,False,True,False,True,15%
test_cli_menu,False,False,True,False,True,15%
test_cloud_agent_e2e_smoke,False,False,True,False,True,15%
test_container_health,False,False,True,False,True,15%
test_docker_build,False,False,True,False,True,15%
test_flag_detection,False,False,True,False,True,15%
test_litellm_provider,False,False,True,False,True,15%
test_misc_coverage_2,False,False,True,False,True,15%
test_osint_domain_info_msftrecon,False,False,True,False,True,15%
test_providers_and_small_agents,False,False,True,False,True,15%
test_selection_agent,False,False,True,False,True,15%
trufflehog,False,False,True,False,True,15%
type_confusion,False,False,True,False,True,15%
uninstall,False,False,True,False,True,15%
USAGE,False,False,True,False,True,15%
usage_input,False,False,True,False,True,15%
usage_output,False,False,True,False,True,15%
usage_server1,False,False,True,False,True,15%
usage_server2,False,False,True,False,True,15%
variables,False,False,True,False,True,15%
vectorDB,False,False,True,False,True,15%
vuln-auth,False,False,True,False,True,15%
vuln-authz,False,False,True,False,True,15%
vuln-authz_2,False,False,True,False,True,15%
vuln-auth_2,False,False,True,False,True,15%
vuln-injection,False,False,True,False,True,15%
vuln-injection_2,False,False,True,False,True,15%
vuln-xss,False,False,True,False,True,15%
vuln-xss_2,False,False,True,False,True,15%
vulnerability-management,False,False,True,False,True,15%
waf-detector-agent,False,False,True,False,True,15%
wafw00f,False,False,True,False,True,15%
web-console,False,False,True,False,True,15%
wechat-group-cyberstrikeai-qr,False,False,True,False,True,15%
whois,False,False,True,False,True,15%
workflow_center,False,False,True,False,True,15%
workspaces,False,False,True,False,True,15%
zh-CN,False,False,True,False,True,15%
_10,False,False,True,False,True,15%
__init___119,False,False,True,False,True,15%
__init___26,False,False,True,False,True,15%
__init___78,False,False,True,False,True,15%
common,False,False,True,False,True,15%
hashpump,False,False,True,False,True,15%
libc-database,False,False,True,False,True,15%
linpeas,False,False,True,False,True,15%
one-gadget,False,False,True,False,True,15%
output_parser,False,False,True,False,True,15%
pwninit,False,False,True,False,True,15%
README_31,False,False,True,False,True,15%
score_juiceshop,False,False,True,False,True,15%
steghide,False,False,True,False,True,15%
test_session,False,False,True,False,True,15%
zsteg,False,False,True,False,True,15%
__init___219,False,False,True,False,True,15%
AGENT-GUIDE,False,False,True,False,True,15%
agents,False,False,True,False,True,15%
agent_mode_controller,False,False,True,False,True,15%
attackchain_1,False,False,True,False,True,15%
balanced-active-scan,False,False,True,False,True,15%
BigQueryInjection,False,False,True,False,True,15%
cache,False,False,True,False,True,15%
CassandraInjection,False,False,True,False,True,15%
checkpoint-provider,False,False,True,False,True,15%
common,False,False,True,False,True,15%
concurrency,False,False,True,False,True,15%
constants,False,False,True,False,True,15%
container,False,False,True,False,True,15%
context,False,False,True,False,True,15%
conversation_1,False,False,True,False,True,15%
cve_mapper,False,False,True,False,True,15%
cvss,False,False,True,False,True,15%
database,False,False,True,False,True,15%
DB2Injection,False,False,True,False,True,15%
db_1,False,False,True,False,True,15%
db_test,False,False,True,False,True,15%
deliverables,False,False,True,False,True,15%
detection_agent,False,False,True,False,True,15%
eino_adk_run_loop,False,False,True,False,True,15%
eino_meta_test,False,False,True,False,True,15%
eino_retriever_adapter,False,False,True,False,True,15%
eino_retrieve_chain,False,False,True,False,True,15%
eino_sqlite_indexer,False,False,True,False,True,15%
endpoint-prober,False,False,True,False,True,15%
ErrorPatternAnalyzer,False,False,True,False,True,15%
exploit-auth_1,False,False,True,False,True,15%
exploit-auth_3,False,False,True,False,True,15%
exploit-injection_1,False,False,True,False,True,15%
exploit-injection_3,False,False,True,False,True,15%
exploit-ssrf_1,False,False,True,False,True,15%
exploit-ssrf_3,False,False,True,False,True,15%
exploit-xss_1,False,False,True,False,True,15%
exploit-xss_3,False,False,True,False,True,15%
exploitation-checker,False,False,True,False,True,15%
export,False,False,True,False,True,15%
export-metrics,False,False,True,False,True,15%
finalizers,False,False,True,False,True,15%
findings,False,False,True,False,True,15%
FINDINGS-DB,False,False,True,False,True,15%
findings-provider,False,False,True,False,True,15%
findings-renderer,False,False,True,False,True,15%
generators,False,False,True,False,True,15%
gowitness,False,False,True,False,True,15%
Hackable2_3,False,False,True,False,True,15%
handoff,False,False,True,False,True,15%
index_3,False,False,True,False,True,15%
index_pipeline,False,False,True,False,True,15%
Kioptrix_level_1,False,False,True,False,True,15%
listener_http_test,False,False,True,False,True,15%
manager,False,False,True,False,True,15%
manager_start_test,False,False,True,False,True,15%
menu_system,False,False,True,False,True,15%
metasploit,False,False,True,False,True,15%
metasploit_aux,False,False,True,False,True,15%
metatron,False,False,True,False,True,15%
metrics-tracker,False,False,True,False,True,15%
migrate,False,False,True,False,True,15%
net-recon-agent,False,False,True,False,True,15%
nikto,False,False,True,False,True,15%
nmap-distccd,False,False,True,False,True,15%
nmap_2,False,False,True,False,True,15%
notification,False,False,True,False,True,15%
output-formatter,False,False,True,False,True,15%
output-formatters,False,False,True,False,True,15%
payloads,False,False,True,False,True,15%
pentestTarget,False,False,True,False,True,15%
pipeline,False,False,True,False,True,15%
primitives,False,False,True,False,True,15%
prompt_class,False,False,True,False,True,15%
pwntools,False,False,True,False,True,15%
query-execution-result,False,False,True,False,True,15%
queue-schemas,False,False,True,False,True,15%
queue-validation,False,False,True,False,True,15%
report-executive,False,False,True,False,True,15%
report-executive_3,False,False,True,False,True,15%
report-generator,False,False,True,False,True,15%
reporting,False,False,True,False,True,15%
requester,False,False,True,False,True,15%
requestercpython-313,False,False,True,False,True,15%
retriever,False,False,True,False,True,15%
schema,False,False,True,False,True,15%
schema_migrate,False,False,True,False,True,15%
session-manager,False,False,True,False,True,15%
settings-writer,False,False,True,False,True,15%
SKILL_10,False,False,True,False,True,15%
SKILL_15,False,False,True,False,True,15%
SKILL_21,False,False,True,False,True,15%
target,False,False,True,False,True,15%
task,False,False,True,False,True,15%
test_aup_consent,False,False,True,False,True,15%
test_benchmark_registry,False,False,True,False,True,15%
test_chain_dedup,False,False,True,False,True,15%
test_chain_validation,False,False,True,False,True,15%
test_cve_db,False,False,True,False,True,15%
test_cvss,False,False,True,False,True,15%
test_diff,False,False,True,False,True,15%
test_findings,False,False,True,False,True,15%
test_findings_db_reaper,False,False,True,False,True,15%
test_findings_db_reconciler,False,False,True,False,True,15%
test_handler_finalizers,False,False,True,False,True,15%
test_intensity_safe,False,False,True,False,True,15%
test_orchestrator,False,False,True,False,True,15%
test_probe_cookie_prefix_bypass,False,False,True,False,True,15%
test_probe_jwt_jku_x5u_ssrf,False,False,True,False,True,15%
test_probe_nextjs_rsc_rce,False,False,True,False,True,15%
test_probe_saml_xsw,False,False,True,False,True,15%
test_probe_sqli_login_bypass,False,False,True,False,True,15%
test_sarif,False,False,True,False,True,15%
test_webhooks,False,False,True,False,True,15%
tls-analyzer,False,False,True,False,True,15%
TOKEN-OPTIMIZATION,False,False,True,False,True,15%
tool,False,False,True,False,True,15%
types_5,False,False,True,False,True,15%
vuln-authz_3,False,False,True,False,True,15%
vuln-injection_3,False,False,True,False,True,15%
vuln-mapper,False,False,True,False,True,15%
vuln-mappertest,False,False,True,False,True,15%
vuln-ssrf_1,False,False,True,False,True,15%
vuln-xss_1,False,False,True,False,True,15%
vuln-xss_3,False,False,True,False,True,15%
worker,False,False,True,False,True,15%
working_memory,False,False,True,False,True,15%
xsser,False,False,True,False,True,15%
_exploit-scope,False,False,True,False,True,15%
_exploit-scope_1,False,False,True,False,True,15%
_vuln-scope,False,False,True,False,True,15%
_vuln-scope_1,False,False,True,False,True,15%
active,False,False,True,False,True,15%
active_test,False,False,True,False,True,15%
auth,False,False,True,False,True,15%
auth_manager,False,False,True,False,True,15%
basic_scan,False,False,True,False,True,15%
beacon_host,False,False,True,False,True,15%
brute,False,False,True,False,True,15%
bruteforce-ftp,False,False,True,False,True,15%
bruteforce-http,False,False,True,False,True,15%
bruteforce-rdp,False,False,True,False,True,15%
bruteforce-smb,False,False,True,False,True,15%
bruteforce-ssh,False,False,True,False,True,15%
brute_test,False,False,True,False,True,15%
cgo_specific,False,False,True,False,True,15%
check-env,False,False,True,False,True,15%
client_2,False,False,True,False,True,15%
client_sdk,False,False,True,False,True,15%
codeclimate,False,False,True,False,True,15%
common,False,False,True,False,True,15%
config_2,False,False,True,False,True,15%
config_4,False,False,True,False,True,15%
curl-known-security,False,False,True,False,True,15%
curl-robots,False,False,True,False,True,15%
CyberStrikeAIClient1,False,False,True,False,True,15%
datasrcs_test,False,False,True,False,True,15%
deepsource,False,False,True,False,True,15%
dependabot_2,False,False,True,False,True,15%
eino_retrieve_chain_test,False,False,True,False,True,15%
entrypoint_1,False,False,True,False,True,15%
enum4linux,False,False,True,False,True,15%
env,False,False,True,False,True,15%
envexpand,False,False,True,False,True,15%
env_1,False,False,True,False,True,15%
error,False,False,True,False,True,15%
eslintconfig,False,False,True,False,True,15%
execute-python-script,False,False,True,False,True,15%
external_manager,False,False,True,False,True,15%
external_manager_test,False,False,True,False,True,15%
external_mcp,False,False,True,False,True,15%
falco,False,False,True,False,True,15%
generate-totp,False,False,True,False,True,15%
get-arch,False,False,True,False,True,15%
gitleaks,False,False,True,False,True,15%
goreleaser,False,False,True,False,True,15%
home,False,False,True,False,True,15%
index_14,False,False,True,False,True,15%
index_7,False,False,True,False,True,15%
install-python-package,False,False,True,False,True,15%
issue_importer,False,False,True,False,True,15%
jaeles,False,False,True,False,True,15%
ldap-search,False,False,True,False,True,15%
lint,False,False,True,False,True,15%
logger,False,False,True,False,True,15%
loggercpython-313,False,False,True,False,True,15%
logger_2,False,False,True,False,True,15%
lookup-sid,False,False,True,False,True,15%
main_14,False,False,True,False,True,15%
main_15,False,False,True,False,True,15%
main_server_http_redirect,False,False,True,False,True,15%
main_server_http_redirect_test,False,False,True,False,True,15%
mcp_reverse_shell,False,False,True,False,True,15%
meta,False,False,True,False,True,15%
nbtscan,False,False,True,False,True,15%
nikto,False,False,True,False,True,15%
nmap-finger,False,False,True,False,True,15%
nmap-kerberos,False,False,True,False,True,15%
nmap-msrpc,False,False,True,False,True,15%
nmap-nntp,False,False,True,False,True,15%
nmap-redis,False,False,True,False,True,15%
nmap-rmi,False,False,True,False,True,15%
nmap-sip,False,False,True,False,True,15%
nmap-ssh,False,False,True,False,True,15%
nmap-telnet,False,False,True,False,True,15%
nmap-tftp,False,False,True,False,True,15%
nmap_tool_1,False,False,True,False,True,15%
onesixtyone,False,False,True,False,True,15%
oracle-odat,False,False,True,False,True,15%
oracle-scanner,False,False,True,False,True,15%
oracle-tnscmd,False,False,True,False,True,15%
parallel_scans,False,False,True,False,True,15%
paths,False,False,True,False,True,15%
portscan-top-tcp-ports,False,False,True,False,True,15%
pre-commit-config_1,False,False,True,False,True,15%
process_registry,False,False,True,False,True,15%
pyproject_5,False,False,True,False,True,15%
README_CN,False,False,True,False,True,15%
README_CN_2,False,False,True,False,True,15%
reconFTW,False,False,True,False,True,15%
redirect-host-discovery,False,False,True,False,True,15%
redis-cli,False,False,True,False,True,15%
registry_2,False,False,True,False,True,15%
release,False,False,True,False,True,15%
requirements_14,False,False,True,False,True,15%
requirements_15,False,False,True,False,True,15%
requirements_5,False,False,True,False,True,15%
resiliencetest,False,False,True,False,True,15%
resolvers_test,False,False,True,False,True,15%
resources,False,False,True,False,True,15%
retrieval_postprocess_test,False,False,True,False,True,15%
rigid,False,False,True,False,True,15%
rigid_test,False,False,True,False,True,15%
rpcclient,False,False,True,False,True,15%
rpcdump,False,False,True,False,True,15%
rsync-list-files,False,False,True,False,True,15%
run,False,False,True,False,True,15%
run-shannon-blackbox,False,False,True,False,True,15%
run_all,False,False,True,False,True,15%
run_bench,False,False,True,False,True,15%
rustscan,False,False,True,False,True,15%
rustscan_tool,False,False,True,False,True,15%
save-deliverable,False,False,True,False,True,15%
server_https_bootstrap,False,False,True,False,True,15%
shannon,False,False,True,False,True,15%
showmount,False,False,True,False,True,15%
sipvicious,False,False,True,False,True,15%
sleep,False,False,True,False,True,15%
smb-vuln,False,False,True,False,True,15%
smbclient,False,False,True,False,True,15%
smbmap,False,False,True,False,True,15%
snmpwalk,False,False,True,False,True,15%
SslTrustAll,False,False,True,False,True,15%
subprocess_mixin,False,False,True,False,True,15%
subprocess_runner,False,False,True,False,True,15%
terminal,False,False,True,False,True,15%
terminal_ws_unix,False,False,True,False,True,15%
terrascan,False,False,True,False,True,15%
test_cli_vps_count,False,False,True,False,True,15%
test_ensure_webs_all,False,False,True,False,True,15%
test_exec_context,False,False,True,False,True,15%
test_injection,False,False,True,False,True,15%
test_mcp_setup,False,False,True,False,True,15%
test_permutation_wordlist_select,False,False,True,False,True,15%
test_process_registry,False,False,True,False,True,15%
test_profile_migration,False,False,True,False,True,15%
test_resolver_env,False,False,True,False,True,15%
test_secure_credential,False,False,True,False,True,15%
test_target_expander,False,False,True,False,True,15%
test_tracing_coverage,False,False,True,False,True,15%
test_verbosity,False,False,True,False,True,15%
trivy,False,False,True,False,True,15%
tsconfig,False,False,True,False,True,15%
tsconfigbase,False,False,True,False,True,15%
tsconfig_1,False,False,True,False,True,15%
turbo,False,False,True,False,True,15%
webhooks,False,False,True,False,True,15%
whatweb,False,False,True,False,True,15%
winrm-detection,False,False,True,False,True,15%
wordlist,False,False,True,False,True,15%
wordlist_test,False,False,True,False,True,15%
_13,False,False,True,False,True,15%
__init___201,False,False,True,False,True,15%
__init___205,False,False,True,False,True,15%
__init___51,False,False,True,False,True,15%
activity-logger,False,False,True,False,True,15%
activity-logger_1,False,False,True,False,True,15%
bloodhound,False,False,True,False,True,15%
domain-profiler,False,False,True,False,True,15%
error-formatter,False,False,True,False,True,15%
feature_request,False,False,True,False,True,15%
file-io,False,False,True,False,True,15%
file-operations,False,False,True,False,True,15%
glob,False,False,True,False,True,15%
index_1,False,False,True,False,True,15%
input-validator,False,False,True,False,True,15%
junit_xml,False,False,True,False,True,15%
Keygraph_Button,False,False,True,False,True,15%
metrics_1,False,False,True,False,True,15%
progress-indicator,False,False,True,False,True,15%
totp-validator,False,False,True,False,True,15%
__init___207,False,False,True,False,True,15%
ARCHITECTURE_2,False,False,True,False,True,15%
bucket_exposure_engine,False,False,True,False,True,15%
codeql,False,False,True,False,True,15%
codeql-analysis,False,False,True,False,True,15%
conversation_manager,False,False,True,False,True,15%
dep-auto-merge,False,False,True,False,True,15%
eino_meta,False,False,True,False,True,15%
execution-runner,False,False,True,False,True,15%
functional,False,False,True,False,True,15%
gosum,False,False,True,False,True,15%
health-monitor,False,False,True,False,True,15%
index_2,False,False,True,False,True,15%
logger_1,False,False,True,False,True,15%
meta-cognition,False,False,True,False,True,15%
naabu,False,False,True,False,True,15%
queue-validator,False,False,True,False,True,15%
README_25,False,False,True,False,True,15%
README_9,False,False,True,False,True,15%
recorder,False,False,True,False,True,15%
release-binary,False,False,True,False,True,15%
release-test,False,False,True,False,True,15%
rustscan_2,False,False,True,False,True,15%
tests,False,False,True,False,True,15%
update,False,False,True,False,True,15%
vulnerability_1,False,False,True,False,True,15%
__init___147,False,False,True,False,True,15%
__init___224,False,False,True,False,True,15%
__init___231,False,False,True,False,True,15%
__init___57,False,False,True,False,True,15%
auth_1,False,True,False,False,True,35%
backfill-arch-data,False,True,False,False,True,35%
conftest_1,False,True,False,False,True,35%
contacts,False,True,False,False,True,20%
COOKIES,False,True,False,False,True,35%
credential_tester_agent,False,True,False,False,True,35%
crtsh,False,True,False,False,True,20%
email-osint-agent,False,True,False,False,True,20%
environment,False,True,False,False,True,35%
holehe,False,True,False,False,True,35%
intel-collection,False,True,False,False,True,35%
metadata,False,True,False,False,True,20%
osint,False,True,False,False,True,20%
osint-collector,False,True,False,False,True,20%
parsers_1,False,True,False,False,True,35%
phoneinfoga,False,True,False,False,True,35%
privacy_detect,False,True,False,False,True,35%
prompt-manager,False,False,True,False,True,15%
sdk,False,True,False,False,True,35%
setup,False,False,True,False,True,15%
setup_1,False,False,True,False,True,15%
smtp-user-enum,False,True,False,False,True,35%
social_engineer_agent,False,True,False,False,True,35%
splash-screen,False,True,False,False,True,35%
test_osint_domain_info_msftrecon,False,True,False,False,True,20%
test_probe_password_reset_weak,False,True,False,False,True,35%
validation,False,True,False,False,True,35%
vulnscan,False,True,False,False,True,35%
whois_tool,False,True,False,False,True,35%
_safety,False,True,False,False,True,35%
__init___125,False,True,False,False,True,35%
__init___128,False,True,False,False,True,35%
arbiter,False,False,True,False,True,15%
auth_2,False,False,True,False,True,15%
debug-world-model,False,False,True,False,True,15%
dotdotpwn,False,False,True,False,True,15%
exposure_prioritizer,False,False,True,False,True,15%
fingerprint_correlator,False,False,True,False,True,15%
index_15,False,False,True,False,True,15%
index_16,False,False,True,False,True,15%
lint_python,False,False,True,False,True,15%
main_7,False,False,True,False,True,15%
model-registry,False,False,True,False,True,15%
netexec,False,False,True,False,True,15%
package,False,False,True,False,True,15%
plugin_loader,False,False,True,False,True,15%
pom,False,False,True,False,True,15%
portscan-guess-tcp-ports,False,False,True,False,True,15%
README_12,False,False,True,False,True,15%
registry_3,False,False,True,False,True,15%
releaserc,False,False,True,False,True,15%
renderers,False,False,True,False,True,15%
settings,False,False,True,False,True,15%
test_plugin_loader,False,False,True,False,True,15%
tools_commands,False,False,True,False,True,15%
tooltipcpython-313,False,False,True,False,True,15%
validatorcpython-313,False,False,True,False,True,15%
volatility3,False,False,True,False,True,15%
whatweb_2,False,False,True,False,True,15%
__init__cpython-313,False,False,True,False,True,15%
__init__cpython-313_1,False,False,True,False,True,15%
__init___212,False,False,True,False,True,15%
__init___213,False,False,True,False,True,15%
__init___214,False,False,True,False,True,15%
__init___215,False,False,True,False,True,15%
__init___216,False,False,True,False,True,15%
__init___217,False,False,True,False,True,15%
__init___28,False,False,True,False,True,15%
__init___43,False,False,True,False,True,15%
__init___58,False,False,True,False,True,15%
__init___71,False,False,True,False,True,15%
2dd29513_findings,False,True,False,False,True,35%
2dd29513_run_B_safe,False,True,False,False,True,35%
acquifinder,False,True,False,False,True,20%
active,False,True,False,False,True,20%
active-crawl,False,True,False,False,True,35%
active_recon,False,True,False,False,True,20%
active_scanning,False,True,False,False,True,35%
active_test,False,True,False,False,True,20%
activities,False,True,False,False,True,20%
activity-logger,False,True,False,False,True,20%
activity-logger_1,False,True,False,False,True,20%
activity_feed,False,True,False,False,True,20%
ad-attacker,False,True,False,False,True,35%
adapter,False,True,False,False,True,35%
addr,False,True,False,False,True,35%
ad_agent,False,True,False,False,True,20%
agent,False,True,False,False,True,35%
agent-execution,False,True,False,False,True,20%
AGENTS,False,True,False,False,True,35%
AGENTS_1,False,True,False,False,True,35%
agent_1,False,True,False,False,True,20%
agent_3,False,True,False,False,True,35%
agent_loop,False,True,False,False,True,20%
agent_runner,False,True,False,False,True,20%
agent_test,False,True,False,False,True,20%
agent_trace,False,True,False,False,True,20%
agent_trace_test,False,True,False,False,True,20%
alerts,False,True,False,False,True,35%
alerts_1,False,True,False,False,True,35%
alienvault,False,True,False,False,True,35%
alterations,False,False,True,False,True,15%
alterx,False,True,False,False,True,35%
amass,False,True,False,False,True,35%
amass_2,False,True,False,False,True,35%
analyze_repos,False,True,False,False,True,20%
anomaly_detector,False,True,False,False,True,35%
anomaly_engine,False,True,False,False,True,35%
anthropic,False,True,False,False,True,35%
anthropic_agent,False,True,False,False,True,20%
anthropic_official,False,True,False,False,True,20%
anubis,False,True,False,False,True,35%
apex,False,True,False,False,True,35%
api,False,True,False,False,True,20%
api-discoverer-agent,False,True,False,False,True,20%
api-discovery,False,True,False,False,True,20%
api-discoverytest,False,True,False,False,True,20%
api-docs,False,True,False,False,True,20%
api-schema-analyzer,False,True,False,False,True,20%
api-security,False,True,False,False,True,20%
apitest,False,True,False,False,True,20%
api_attack_surface,False,True,False,False,True,35%
api_authentication,False,True,False,False,True,20%
api_fingerprint,False,True,False,False,True,35%
api_models,False,True,False,False,True,35%
api_path_discovery,False,True,False,False,True,35%
api_pipeline,False,True,False,False,True,20%
api_security_agent,False,True,False,False,True,20%
api_surface_mapper,False,True,False,False,True,20%
app,False,True,False,False,True,20%
apply_triage_labels,False,True,False,False,True,20%
app_2,False,True,False,False,True,20%
app_3,False,True,False,False,True,20%
app_config,False,True,False,False,True,20%
aquatone,False,True,False,False,True,20%
arbiter,False,True,False,False,True,20%
architect-infer-agent,False,True,False,False,True,35%
ARCHITECTURE,False,True,False,False,True,35%
ARCHITECTURE_1,False,True,False,False,True,35%
ARCHITECTURE_2,False,True,False,False,True,20%
arjun_tool,False,True,False,False,True,20%
artifact-manifest,False,True,False,False,True,20%
asn,False,True,False,False,True,35%
asncache,False,True,False,False,True,35%
asnmap,False,True,False,False,True,35%
asn_intel,False,True,False,False,True,20%
assetfinder,False,True,False,False,True,35%
assets,False,True,False,False,True,35%
assets_test,False,True,False,False,True,35%
asset_classifier,False,True,False,False,True,35%
asset_decode,False,True,False,False,True,35%
asset_secrets_scan,False,True,False,False,True,35%
assoc,False,True,False,False,True,35%
asvs-mapper,False,True,False,False,True,20%
async_prompt,False,True,False,False,True,20%
attach,False,True,False,False,True,20%
attach_test,False,True,False,False,True,20%
attack-chain,False,True,False,False,True,35%
attack-planner,False,True,False,False,True,35%
attack-surface-enumeration,False,True,False,False,True,35%
attackchain,False,True,False,False,True,20%
attack_surface_mapper,False,True,False,False,True,35%
attack_surface_mapping,False,True,False,False,True,35%
audit,False,True,False,False,True,20%
audit-logger,False,True,False,False,True,20%
audit-session,False,True,False,False,True,20%
audit_1,False,True,False,False,True,20%
aup_consent,False,True,False,False,True,20%
auth,False,True,False,False,True,35%
auth-flow-analyzer,False,True,False,False,True,35%
authed-findings,False,True,False,False,True,35%
authed-stderr,False,True,False,False,True,20%
authenticated_scan,False,True,False,False,True,35%
auth_2,False,True,False,False,True,20%
auth_analyzer,False,True,False,False,True,20%
auth_cache,False,True,False,False,True,20%
auth_handler,False,True,False,False,True,35%
auth_manager,False,True,False,False,True,20%
auth_session,False,True,False,False,True,35%
autnum,False,True,False,False,True,35%
autsys,False,True,False,False,True,35%
autsys_1,False,True,False,False,True,35%
aws_recon,False,False,True,False,True,15%
axiom,False,True,False,False,True,35%
backend,False,True,False,False,True,20%
backlog,False,True,False,False,True,35%
backlog_1,False,True,False,False,True,35%
backlog_test,False,True,False,False,True,35%
banner,False,True,False,False,True,35%
banners,False,True,False,False,True,35%
banner_3,False,True,False,False,True,20%
banner_analyzer,False,True,False,False,True,20%
banner_url,False,True,False,False,True,35%
base,False,True,False,False,True,35%
base-agent,False,True,False,False,True,20%
base_1,False,True,False,False,True,20%
base_3,False,True,False,False,True,35%
base_5,False,True,False,False,True,20%
base_tool,False,True,False,False,True,20%
basic_scan,False,True,False,False,True,20%
batch_task,False,True,False,False,True,20%
batch_task_manager,False,True,False,False,True,20%
batch_task_mcp,False,True,False,False,True,20%
beacongo,False,True,False,False,True,20%
beacon_host,False,True,False,False,True,20%
benchmark_juice_shop,False,True,False,False,True,20%
bevigil,False,True,False,False,True,35%
bigbountyrecon,False,True,False,False,True,20%
billing-detection,False,True,False,False,True,20%
binaryedge,False,True,False,False,True,35%
bing,False,True,False,False,True,35%
blackbox-config-agent,False,True,False,False,True,35%
blackbox-context,False,True,False,False,True,35%
blacklist_test,False,True,False,False,True,35%
bloodhound,False,True,False,False,True,20%
book,False,True,False,False,True,20%
browser-crawler-agent,False,True,False,False,True,35%
browser_agent,False,True,False,False,True,35%
brute,False,True,False,False,True,20%
bruteforce-ftp,False,True,False,False,True,20%
bruteforce-http,False,True,False,False,True,20%
bruteforce-rdp,False,True,False,False,True,20%
bruteforce-smb,False,True,False,False,True,20%
bruteforce-ssh,False,True,False,False,True,20%
brute_test,False,True,False,False,True,20%
bucket_exposure_engine,False,True,False,False,True,20%
bufferover,False,True,False,False,True,35%
bufferoverrun,False,True,False,False,True,35%
bug,False,True,False,False,True,20%
bug-bounty,False,True,False,False,True,35%
bug_2,False,True,False,False,True,20%
bug_report_2,False,True,False,False,True,20%
bug_report_3,False,True,False,False,True,35%
build,False,True,False,False,True,20%
build-mvn,False,True,False,False,True,20%
build-test,False,True,False,False,True,35%
builder,False,True,False,False,True,35%
builtin-tools,False,True,False,False,True,20%
builtwith,False,True,False,False,True,35%
BurpExtender,False,True,False,False,True,20%
BurpExtender1,False,True,False,False,True,20%
burp_client,False,True,False,False,True,20%
burp_commands,False,True,False,False,True,20%
