Plugin,Category,Repository,FileCount,Status,Notes
chain,recon,chain,2,STUB,Placeholder code detected
chain_agent,recon,chain_agent,4,STUB,Placeholder code detected
changelog,recon,CHANGELOG,4,STUB,Placeholder code detected
changelog_121,recon,CHANGELOG_121,4,STUB,Placeholder code detected
changelog_122,recon,CHANGELOG_122,4,STUB,Placeholder code detected
changelog_123,recon,CHANGELOG_123,4,STUB,Placeholder code detected
changelog_13,recon,CHANGELOG_13,4,STUB,Placeholder code detected
changelog_14,recon,CHANGELOG_14,4,STUB,Placeholder code detected
changelog_15,recon,CHANGELOG_15,4,STUB,Placeholder code detected
changelog_16,recon,CHANGELOG_16,4,STUB,Placeholder code detected
changelog_17,recon,CHANGELOG_17,4,STUB,Placeholder code detected
changelog_18,recon,CHANGELOG_18,4,STUB,Placeholder code detected
changelog_181,recon,CHANGELOG_181,4,STUB,Placeholder code detected
changelog_182,recon,CHANGELOG_182,4,STUB,Placeholder code detected
changelog_19,recon,CHANGELOG_19,4,STUB,Placeholder code detected
changelog_2,recon,CHANGELOG_2,4,STUB,Placeholder code detected
changelog_20,recon,CHANGELOG_20,4,STUB,Placeholder code detected
changelog_3,recon,CHANGELOG_3,4,STUB,Placeholder code detected
chaos,recon,chaos,5,STUB,Placeholder code detected
chaos_2,recon,chaos_2,5,STUB,Placeholder code detected
chat-files,recon,chat-files,2,STUB,Placeholder code detected
chatgpt,recon,chatgpt,2,STUB,Placeholder code detected
chatgpt_api,recon,chatgpt_api,2,STUB,Placeholder code detected
chatgpt_config_sample,recon,chatgpt_config_sample,2,STUB,Placeholder code detected
chat_config,recon,chat_config,2,STUB,Placeholder code detected
chat_uploads,recon,chat_uploads,2,STUB,Placeholder code detected
check-env,recon,check-env,2,STUB,Placeholder code detected
checkpoint,recon,checkpoint,2,STUB,Placeholder code detected
checkpoint-manager,recon,checkpoint-manager,2,STUB,Placeholder code detected
check_artifacts,recon,check_artifacts,5,STUB,Placeholder code detected
check_artifacts_all,recon,check_artifacts_all,2,STUB,Placeholder code detected
chinaz,recon,chinaz,5,STUB,Placeholder code detected
chunk_eino,recon,chunk_eino,2,STUB,Placeholder code detected
ci-cd,recon,ci-cd,2,STUB,Placeholder code detected
cicd-redteam,recon,cicd-redteam,2,STUB,Placeholder code detected
citations,recon,citations,2,STUB,Placeholder code detected
claims,recon,claims,5,STUB,Placeholder code detected
clair,recon,clair,2,STUB,Placeholder code detected
claude,recon,CLAUDE,2,STUB,Placeholder code detected
claude_4,recon,CLAUDE_4,4,STUB,Placeholder code detected
claude_bridge,recon,claude_bridge,2,STUB,Placeholder code detected
claude_reasoning_roundtrip,recon,claude_reasoning_roundtrip,2,STUB,Placeholder code detected
claude_reasoning_roundtrip_test,recon,claude_reasoning_roundtrip_test,2,STUB,Placeholder code detected
cleanup-rollback,recon,cleanup-rollback,2,STUB,Placeholder code detected
client,recon,client,2,STUB,Placeholder code detected
client_1,recon,client_1,5,STUB,Placeholder code detected
client_2,recon,client_2,2,STUB,Placeholder code detected
client_4,recon,client_4,5,STUB,Placeholder code detected
client_sdk,recon,client_sdk,2,STUB,Placeholder code detected
clitest,recon,clitest,5,STUB,Placeholder code detected
cli_1,recon,cli_1,5,STUB,Placeholder code detected
cli_2,recon,cli_2,5,STUB,Placeholder code detected
cli_3,recon,cli_3,5,STUB,Placeholder code detected
cli_4,recon,cli_4,5,STUB,Placeholder code detected
cli_5,recon,cli_5,5,STUB,Placeholder code detected
cmdi-agent,recon,cmdi-agent,2,STUB,Placeholder code detected
cname,recon,cname,5,STUB,Placeholder code detected
codeclimate,recon,codeclimate,2,STUB,Placeholder code detected
codecov,recon,codecov,4,STUB,Placeholder code detected
codeql,recon,codeql,2,STUB,Placeholder code detected
codeql-analysis,recon,codeql-analysis,2,STUB,Placeholder code detected
code_of_conduct,recon,CODE_OF_CONDUCT,2,STUB,Placeholder code detected
common,recon,common,4,STUB,Placeholder code detected
commoncrawl,recon,commoncrawl,5,STUB,Placeholder code detected
common_2,recon,common_2,5,STUB,Placeholder code detected
company_enrich,recon,company_enrich,5,STUB,Placeholder code detected
company_rounds,recon,company_rounds,5,STUB,Placeholder code detected
company_search,recon,company_search,5,STUB,Placeholder code detected
compare_baseline,recon,compare_baseline,2,STUB,Placeholder code detected
compliance,recon,compliance,2,STUB,Placeholder code detected
confidence_engine,recon,confidence_engine,4,STUB,Placeholder code detected
config,recon,config,5,STUB,Placeholder code detected
config-loader,recon,config-loader,2,STUB,Placeholder code detected
config-parser,recon,config-parser,5,STUB,Placeholder code detected
config-schema,recon,config-schema,4,STUB,Placeholder code detected
config-schema_1,recon,config-schema_1,4,STUB,Placeholder code detected
configtest,recon,configtest,5,STUB,Placeholder code detected
configure_mcp,recon,configure_mcp,4,STUB,Placeholder code detected
config_1,recon,config_1,5,STUB,Placeholder code detected
config_2,recon,config_2,2,STUB,Placeholder code detected
config_3,recon,config_3,4,STUB,Placeholder code detected
config_4,recon,config_4,5,STUB,Placeholder code detected
config_5,recon,config_5,2,STUB,Placeholder code detected
config_6,recon,config_6,2,STUB,Placeholder code detected
config_test,recon,config_test,2,STUB,Placeholder code detected
conftest,recon,conftest,2,STUB,Placeholder code detected
const,recon,const,2,STUB,Placeholder code detected
constants,recon,constants,2,STUB,Placeholder code detected
constants_1,recon,constants_1,2,STUB,Placeholder code detected
contact,recon,contact,5,STUB,Placeholder code detected
container-api,recon,container-api,4,STUB,Placeholder code detected
content,recon,content,2,STUB,Placeholder code detected
content-discovery-agent,recon,content-discovery-agent,5,STUB,Placeholder code detected
content_discovery,recon,content_discovery,1,BROKEN,SyntaxError
content_fingerprint,recon,content_fingerprint,2,STUB,Placeholder code detected
context_analyzer,recon,context_analyzer,4,STUB,Placeholder code detected
contracts,recon,contracts,4,STUB,Placeholder code detected
contributing,recon,CONTRIBUTING,4,STUB,Placeholder code detected
contributing_2,recon,CONTRIBUTING_2,2,STUB,Placeholder code detected
contributing_3,recon,CONTRIBUTING_3,2,STUB,Placeholder code detected
contributing_4,recon,CONTRIBUTING_4,2,STUB,Placeholder code detected
contributing_5,recon,CONTRIBUTING_5,4,STUB,Placeholder code detected
controller,recon,controller,2,STUB,Placeholder code detected
conversation,recon,conversation,2,STUB,Placeholder code detected
conversation_manager,recon,conversation_manager,2,STUB,Placeholder code detected
cookie_prefix_bypass,recon,cookie_prefix_bypass,4,STUB,Placeholder code detected
core,recon,core,5,STUB,Placeholder code detected
corpus,recon,corpus,2,STUB,Placeholder code detected
correlation_engine,recon,correlation_engine,4,STUB,Placeholder code detected
cors-probe-agent,recon,cors-probe-agent,2,STUB,Placeholder code detected
cors_reflection,recon,cors_reflection,2,STUB,Placeholder code detected
cortex,recon,cortex,2,STUB,Placeholder code detected
cost,recon,cost,2,STUB,Placeholder code detected
coupon_forging,recon,coupon_forging,2,STUB,Placeholder code detected
coverage,recon,COVERAGE,4,STUB,Placeholder code detected
coverage_1,recon,COVERAGE_1,4,STUB,Placeholder code detected
crawler,recon,crawler,4,STUB,Placeholder code detected
crawler-agent,recon,crawler-agent,5,STUB,Placeholder code detected
crawlercpython-313,recon,crawlercpython-313,4,STUB,Placeholder code detected
crawler_1,recon,crawler_1,4,STUB,Placeholder code detected
crawler_2,recon,crawler_2,4,STUB,Placeholder code detected
crawler_3,recon,crawler_3,4,STUB,Placeholder code detected
createdfiles,recon,createdFiles,2,STUB,Placeholder code detected
credential-tester,recon,credential-tester,4,STUB,Placeholder code detected
credentialed-scans,recon,credentialed-scans,4,STUB,Placeholder code detected
credential_detector,recon,credential_detector,2,STUB,Placeholder code detected
crlfuzz,recon,crlfuzz,2,STUB,Placeholder code detected
crtsh_1,recon,crtsh_1,5,STUB,Placeholder code detected
crtsh_3,recon,crtsh_3,5,STUB,Placeholder code detected
csp_extractor,recon,csp_extractor,1,BROKEN,SyntaxError
ctf,recon,CTF,2,STUB,Placeholder code detected
ctf-solver,recon,ctf-solver,4,STUB,Placeholder code detected
curl,recon,curl,2,STUB,Placeholder code detected
curl-known-security,recon,curl-known-security,2,STUB,Placeholder code detected
curl-robots,recon,curl-robots,2,STUB,Placeholder code detected
cve_db,recon,cve_db,4,STUB,Placeholder code detected
cve_poc_primitives,recon,cve_poc_primitives,2,STUB,Placeholder code detected
cvss-calculator,recon,cvss-calculator,2,STUB,Placeholder code detected
cyberstrikeai-burp-extension-100,recon,cyberstrikeai-burp-extension-100,2,STUB,Placeholder code detected
cyberstrikeaiclient,recon,CyberStrikeAIClient,2,STUB,Placeholder code detected
cyberstrikeaiclient1,recon,CyberStrikeAIClient1,2,STUB,Placeholder code detected
cyberstrikeaiclientagentmode,recon,CyberStrikeAIClientAgentMode,2,STUB,Placeholder code detected
cyberstrikeaiclientconfig,recon,CyberStrikeAIClientConfig,2,STUB,Placeholder code detected
cyberstrikeaiclientstreamlistener,recon,CyberStrikeAIClientStreamListener,2,STUB,Placeholder code detected
cyberstrikeaitab1,recon,CyberStrikeAITab1,2,STUB,Placeholder code detected
cyberstrikeaitabdoticon,recon,CyberStrikeAITabDotIcon,2,STUB,Placeholder code detected
cyberstrikeaitabtestrun,recon,CyberStrikeAITabTestRun,2,STUB,Placeholder code detected
cyberstrikeaitabtestruncellrenderer,recon,CyberStrikeAITabTestRunCellRenderer,2,STUB,Placeholder code detected
dalfox,recon,dalfox,2,STUB,Placeholder code detected
dark-matter,recon,dark-matter,2,STUB,Placeholder code detected
dark-mattertest,recon,dark-mattertest,2,STUB,Placeholder code detected
dashboard,recon,dashboard,4,STUB,Placeholder code detected
dashboard_1,recon,dashboard_1,4,STUB,Placeholder code detected
dashboard_2,recon,dashboard_2,2,STUB,Placeholder code detected
data-flow-mapper,recon,data-flow-mapper,5,STUB,Placeholder code detected
data-privacy,recon,DATA-PRIVACY,2,STUB,Placeholder code detected
database_1,recon,database_1,5,STUB,Placeholder code detected
datasources,recon,datasources,4,STUB,Placeholder code detected
datasrcs,recon,datasrcs,2,STUB,Placeholder code detected
datasrcs_test,recon,datasrcs_test,2,STUB,Placeholder code detected
deathnote_1,recon,DeathNote_1,4,STUB,Placeholder code detected
debug,recon,debug,2,STUB,Placeholder code detected
debug-world-model,recon,debug-world-model,2,STUB,Placeholder code detected
decision,recon,DECISION,2,STUB,Placeholder code detected
decision_engine,recon,decision_engine,4,STUB,Placeholder code detected
decision_engine_1,recon,decision_engine_1,4,STUB,Placeholder code detected
dedup,recon,dedup,4,STUB,Placeholder code detected
deduplicator,recon,deduplicator,4,STUB,Placeholder code detected
deepseek,recon,deepseek,2,STUB,Placeholder code detected
deepseek_api,recon,deepseek_api,2,STUB,Placeholder code detected
deepsource,recon,deepsource,2,STUB,Placeholder code detected
default,recon,default,2,STUB,Placeholder code detected
default_1,recon,default_1,2,STUB,Placeholder code detected
default_single_system_prompt,recon,default_single_system_prompt,2,STUB,Placeholder code detected
dep-auto-merge,recon,dep-auto-merge,2,STUB,Placeholder code detected
dependabot_2,recon,dependabot_2,2,STUB,Placeholder code detected
dependencies,recon,DEPENDENCIES,4,STUB,Placeholder code detected
dependency_graph,recon,dependency_graph,2,STUB,Placeholder code detected
deployment,recon,DEPLOYMENT,2,STUB,Placeholder code detected
deserialization,recon,deserialization,2,STUB,Placeholder code detected
design-features,recon,DESIGN-FEATURES,4,STUB,Placeholder code detected
detection-engineer,recon,detection-engineer,4,STUB,Placeholder code detected
detection_engine,recon,detection_engine,4,STUB,Placeholder code detected
detector,recon,detector,2,STUB,Placeholder code detected
development,recon,development,2,STUB,Placeholder code detected
diff,recon,diff,2,STUB,Placeholder code detected
digitalyama,recon,digitalyama,5,STUB,Placeholder code detected
digitorus,recon,digitorus,5,STUB,Placeholder code detected
ding,recon,ding,2,STUB,Placeholder code detected
dirbrute,recon,dirbrute,4,STUB,Placeholder code detected
dirbuster,recon,dirbuster,4,STUB,Placeholder code detected
dirbuster_2,recon,dirbuster_2,2,STUB,Placeholder code detected
directories,recon,directories,4,STUB,Placeholder code detected
dirsearch,recon,dirsearch,2,STUB,Placeholder code detected
dirsearch_2,recon,dirsearch_2,2,STUB,Placeholder code detected
dirsearch_tool,recon,dirsearch_tool,2,STUB,Placeholder code detected
disclaimer_2,recon,DISCLAIMER_2,4,STUB,Placeholder code detected
dispatch,recon,dispatch,5,STUB,Placeholder code detected
dispatcher,recon,dispatcher,5,STUB,Placeholder code detected
dns,recon,dns,5,STUB,Placeholder code detected
dns-reverse-lookup,recon,dns-reverse-lookup,4,STUB,Placeholder code detected
dns-zone-transfer,recon,dns-zone-transfer,4,STUB,Placeholder code detected
dnsdb,recon,dnsdb,5,STUB,Placeholder code detected
dnsdumpster,recon,dnsdumpster,5,STUB,Placeholder code detected
dnsenum,recon,dnsenum,4,STUB,Placeholder code detected
dnsenum_tool,recon,dnsenum_tool,4,STUB,Placeholder code detected
dnshistory,recon,dnshistory,5,STUB,Placeholder code detected
dnslog,recon,dnslog,4,STUB,Placeholder code detected
dnsrecon,recon,dnsrecon,4,STUB,Placeholder code detected
dnsrecon-subdomain-bruteforce,recon,dnsrecon-subdomain-bruteforce,4,STUB,Placeholder code detected
dnsrecon_tool,recon,dnsrecon_tool,4,STUB,Placeholder code detected
dnsrepo,recon,dnsrepo,5,STUB,Placeholder code detected
dnsrepo_2,recon,dnsrepo_2,5,STUB,Placeholder code detected
dnsx,recon,dnsx,4,STUB,Placeholder code detected
dnsx_tool,recon,dnsx_tool,4,STUB,Placeholder code detected
dns_extractor,recon,dns_extractor,4,STUB,Placeholder code detected
dns_intelligence,recon,dns_intelligence,1,BROKEN,SyntaxError
dns_pipeline,recon,dns_pipeline,4,STUB,Placeholder code detected
dns_test,recon,dns_test,5,STUB,Placeholder code detected
dns_tool,recon,dns_tool,4,STUB,Placeholder code detected
doc,recon,doc,5,STUB,Placeholder code detected
dockerfile,recon,Dockerfile,4,STUB,Placeholder code detected
dockerfile_1,recon,Dockerfile_1,4,STUB,Placeholder code detected
dockerfile_10,recon,Dockerfile_10,4,STUB,Placeholder code detected
dockerfile_11,recon,Dockerfile_11,4,STUB,Placeholder code detected
dockerfile_2,recon,Dockerfile_2,4,STUB,Placeholder code detected
dockerfile_5,recon,Dockerfile_5,4,STUB,Placeholder code detected
dockerfile_6,recon,Dockerfile_6,2,STUB,Placeholder code detected
dockerfile_8,recon,Dockerfile_8,4,STUB,Placeholder code detected
dockerhub-push,recon,dockerhub-push,4,STUB,Placeholder code detected
docs,recon,docs,5,STUB,Placeholder code detected
docs_1,recon,docs_1,5,STUB,Placeholder code detected
doctor,recon,doctor,5,STUB,Placeholder code detected
documentation-agent,recon,documentation-agent,2,STUB,Placeholder code detected
doc_1,recon,doc_1,5,STUB,Placeholder code detected
doc_2,recon,doc_2,5,STUB,Placeholder code detected
doc_3,recon,doc_3,2,STUB,Placeholder code detected
domain-profiler,recon,domain-profiler,2,STUB,Placeholder code detected
domainsproject,recon,domainsproject,5,STUB,Placeholder code detected
domain_record,recon,domain_record,5,STUB,Placeholder code detected
dom_xss,recon,dom_xss,4,STUB,Placeholder code detected
dot,recon,dot,5,STUB,Placeholder code detected
dotdotpwn,recon,dotdotpwn,2,STUB,Placeholder code detected
dot_test,recon,dot_test,5,STUB,Placeholder code detected
dpa,recon,DPA,2,STUB,Placeholder code detected
driftnet,recon,driftnet,5,STUB,Placeholder code detected
duckduckgo,recon,duckduckgo,5,STUB,Placeholder code detected
efd01c52_findings,recon,efd01c52_findings,2,STUB,Placeholder code detected
efd01c52_llm_coordinated_run,recon,efd01c52_llm_coordinated_run,2,STUB,Placeholder code detected
efd01c52_probe_runs,recon,efd01c52_probe_runs,4,STUB,Placeholder code detected
eino,recon,eino,2,STUB,Placeholder code detected
eino_checkpoint,recon,eino_checkpoint,2,STUB,Placeholder code detected
eino_execute_monitor,recon,eino_execute_monitor,2,STUB,Placeholder code detected
eino_execute_streaming_wrap,recon,eino_execute_streaming_wrap,2,STUB,Placeholder code detected
eino_exit_fallback_test,recon,eino_exit_fallback_test,2,STUB,Placeholder code detected
eino_filesystem_tool_monitor,recon,eino_filesystem_tool_monitor,2,STUB,Placeholder code detected
eino_input_telemetry,recon,eino_input_telemetry,2,STUB,Placeholder code detected
eino_meta,recon,eino_meta,2,STUB,Placeholder code detected
eino_middleware,recon,eino_middleware,2,STUB,Placeholder code detected
eino_middleware_test,recon,eino_middleware_test,2,STUB,Placeholder code detected
eino_model_facing_trace,recon,eino_model_facing_trace,2,STUB,Placeholder code detected
eino_model_rewrite_pipeline,recon,eino_model_rewrite_pipeline,2,STUB,Placeholder code detected
eino_orchestration,recon,eino_orchestration,2,STUB,Placeholder code detected
eino_resume_segment,recon,eino_resume_segment,2,STUB,Placeholder code detected
eino_retrieve_chain_test,recon,eino_retrieve_chain_test,2,STUB,Placeholder code detected
eino_single_agent,recon,eino_single_agent,2,STUB,Placeholder code detected
eino_single_runner,recon,eino_single_runner,2,STUB,Placeholder code detected
eino_skills,recon,eino_skills,2,STUB,Placeholder code detected
eino_sse_sanitizer,recon,eino_sse_sanitizer,2,STUB,Placeholder code detected
eino_sse_sanitizer_test,recon,eino_sse_sanitizer_test,2,STUB,Placeholder code detected
eino_summarize,recon,eino_summarize,2,STUB,Placeholder code detected
eino_summarize_test,recon,eino_summarize_test,2,STUB,Placeholder code detected
eino_test,recon,eino_test,2,STUB,Placeholder code detected
eino_tool_name_injection,recon,eino_tool_name_injection,2,STUB,Placeholder code detected
eino_transient_retry,recon,eino_transient_retry,2,STUB,Placeholder code detected
eino_transient_retry_test,recon,eino_transient_retry_test,2,STUB,Placeholder code detected
email,recon,email,5,STUB,Placeholder code detected
embedding,recon,embedding,2,STUB,Placeholder code detected
employees,recon,employees,5,STUB,Placeholder code detected
en-us,recon,en-US,4,STUB,Placeholder code detected
endpoint_classifier,recon,endpoint_classifier,2,STUB,Placeholder code detected
engagement-planning,recon,engagement-planning,2,STUB,Placeholder code detected
engine,recon,engine,5,STUB,Placeholder code detected
engineapi,recon,engineapi,5,STUB,Placeholder code detected
engineapi_test,recon,engineapi_test,2,STUB,Placeholder code detected
engine_1,recon,engine_1,4,STUB,Placeholder code detected
enhanced-report,recon,enhanced-report,2,STUB,Placeholder code detected
entrypoint_1,recon,entrypoint_1,2,STUB,Placeholder code detected
enum4linux,recon,enum4linux,2,STUB,Placeholder code detected
enumerate,recon,enumerate,5,STUB,Placeholder code detected
enumerate_test,recon,enumerate_test,5,STUB,Placeholder code detected
envexpand,recon,envexpand,2,STUB,Placeholder code detected
envexpand_test,recon,envexpand_test,2,STUB,Placeholder code detected
env_1,recon,env_1,2,STUB,Placeholder code detected
env_2,recon,env_2,2,STUB,Placeholder code detected
env_4,recon,env_4,2,STUB,Placeholder code detected
epistemic-reasoning,recon,epistemic-reasoning,4,STUB,Placeholder code detected
eqbsl-primer,recon,EQBSL-Primer,2,STUB,Placeholder code detected
error,recon,error,2,STUB,Placeholder code detected
error-formatter,recon,error-formatter,2,STUB,Placeholder code detected
error-handling,recon,error-handling,2,STUB,Placeholder code detected
errorpatternanalyzertest,recon,ErrorPatternAnalyzertest,2,STUB,Placeholder code detected
errors,recon,errors,2,STUB,Placeholder code detected
eslintconfig,recon,eslintconfig,2,STUB,Placeholder code detected
evaluator,recon,evaluator,4,STUB,Placeholder code detected
events,recon,events,5,STUB,Placeholder code detected
events_1,recon,events_1,2,STUB,Placeholder code detected
evidence,recon,EVIDENCE,4,STUB,Placeholder code detected
evidence-graph,recon,evidence-graph,5,STUB,Placeholder code detected
evidence-normalizers,recon,evidence-normalizers,5,STUB,Placeholder code detected
evidencecommand,recon,EvidenceCommand,2,STUB,Placeholder code detected
example-blackbox-config,recon,example-blackbox-config,4,STUB,Placeholder code detected
example-config,recon,example-config,4,STUB,Placeholder code detected
example-config_1,recon,example-config_1,4,STUB,Placeholder code detected
example-detection-rule,recon,example-detection-rule,4,STUB,Placeholder code detected
example-engagement-plan,recon,example-engagement-plan,4,STUB,Placeholder code detected
example-nmap-analysis,recon,example-nmap-analysis,4,STUB,Placeholder code detected
example-report-excerpt,recon,example-report-excerpt,2,STUB,Placeholder code detected
example_sqlmap,recon,example_sqlmap,2,STUB,Placeholder code detected
example_sqlmap_1,recon,example_sqlmap_1,2,STUB,Placeholder code detected
execute-python-script,recon,execute-python-script,2,STUB,Placeholder code detected
execution,recon,execution,2,STUB,Placeholder code detected
execution-log,recon,execution-log,4,STUB,Placeholder code detected
execution-runner,recon,execution-runner,2,STUB,Placeholder code detected
execution_view,recon,execution_view,4,STUB,Placeholder code detected
executor,recon,executor,4,STUB,Placeholder code detected
executor_2,recon,executor_2,2,STUB,Placeholder code detected
executor_helpers,recon,executor_helpers,4,STUB,Placeholder code detected
exif_metadata,recon,exif_metadata,4,STUB,Placeholder code detected
explanation_engine,recon,explanation_engine,4,STUB,Placeholder code detected
exporter,recon,exporter,4,STUB,Placeholder code detected
exposure_classifier,recon,exposure_classifier,4,STUB,Placeholder code detected
exposure_prioritizer,recon,exposure_prioritizer,2,STUB,Placeholder code detected
express-scaffold,recon,express-scaffold,2,STUB,Placeholder code detected
external-recon,recon,external-recon,4,STUB,Placeholder code detected
external_manager,recon,external_manager,2,STUB,Placeholder code detected
external_manager_test,recon,external_manager_test,2,STUB,Placeholder code detected
external_mcp,recon,external_mcp,2,STUB,Placeholder code detected
external_mcp_test,recon,external_mcp_test,2,STUB,Placeholder code detected
extractor,recon,extractor,5,STUB,Placeholder code detected
extract_cookie,recon,extract_cookie,2,STUB,Placeholder code detected
eyewitness,recon,eyewitness,2,STUB,Placeholder code detected
facebook,recon,facebook,2,STUB,Placeholder code detected
falco,recon,falco,2,STUB,Placeholder code detected
false_positive_filter,recon,false_positive_filter,4,STUB,Placeholder code detected
fastapi-scaffold,recon,fastapi-scaffold,5,STUB,Placeholder code detected
feature,recon,feature,2,STUB,Placeholder code detected
feature-collector,recon,feature-collector,2,STUB,Placeholder code detected
feature_2,recon,feature_2,2,STUB,Placeholder code detected
feature_request,recon,feature_request,2,STUB,Placeholder code detected
feature_request_3,recon,feature_request_3,4,STUB,Placeholder code detected
feroxbuster,recon,feroxbuster,2,STUB,Placeholder code detected
ffuf,recon,ffuf,2,STUB,Placeholder code detected
ffuf_2,recon,ffuf_2,4,STUB,Placeholder code detected
ffuf_tool,recon,ffuf_tool,2,STUB,Placeholder code detected
fierce,recon,fierce,4,STUB,Placeholder code detected
fierce_tool,recon,fierce_tool,4,STUB,Placeholder code detected
file,recon,file,5,STUB,Placeholder code detected
file-io,recon,file-io,2,STUB,Placeholder code detected
file-operations,recon,file-operations,2,STUB,Placeholder code detected
files,recon,files,5,STUB,Placeholder code detected
file_upload_validation,recon,file_upload_validation,4,STUB,Placeholder code detected
filter,recon,filter,5,STUB,Placeholder code detected
filternet-bayes,recon,filternet-bayes,4,STUB,Placeholder code detected
find,recon,find,5,STUB,Placeholder code detected
findings_1,recon,findings_1,2,STUB,Placeholder code detected
findings_db,recon,findings_db,4,STUB,Placeholder code detected
findomain,recon,findomain,4,STUB,Placeholder code detected
findsubdomains,recon,findsubdomains,5,STUB,Placeholder code detected
fingerprinting,recon,fingerprinting,4,BROKEN,SyntaxError
fingerprints,recon,fingerprints,5,STUB,Placeholder code detected
fingerprint_correlator,recon,fingerprint_correlator,2,STUB,Placeholder code detected
fofa,recon,fofa,5,STUB,Placeholder code detected
fofa_2,recon,fofa_2,5,STUB,Placeholder code detected
fofa_search,recon,fofa_search,4,STUB,Placeholder code detected
forced_error,recon,forced_error,2,STUB,Placeholder code detected
forensics-analyst,recon,forensics-analyst,4,STUB,Placeholder code detected
fork-philosophy,recon,fork-philosophy,4,STUB,Placeholder code detected
formatting,recon,formatting,2,STUB,Placeholder code detected
fping_tool,recon,fping_tool,2,STUB,Placeholder code detected
fqdn,recon,fqdn,5,STUB,Placeholder code detected
fqdn_endpoint,recon,fqdn_endpoint,5,STUB,Placeholder code detected
fqdn_lookup,recon,fqdn_lookup,5,STUB,Placeholder code detected
frontend-i18n,recon,frontend-i18n,2,STUB,Placeholder code detected
frontmatter,recon,frontmatter,2,STUB,Placeholder code detected
fullhunt,recon,fullhunt,5,STUB,Placeholder code detected
full_v0,recon,full_v0,4,STUB,Placeholder code detected
full_v1,recon,full_v1,4,STUB,Placeholder code detected
full_v2,recon,full_v2,4,STUB,Placeholder code detected
functional,recon,functional,2,STUB,Placeholder code detected
funding_1,recon,FUNDING_1,4,STUB,Placeholder code detected
fuzzy,recon,fuzzy,5,STUB,Placeholder code detected
fuzz_wordlist,recon,fuzz_wordlist,4,STUB,Placeholder code detected
gau,recon,gau,4,STUB,Placeholder code detected
gau_2,recon,gau_2,4,STUB,Placeholder code detected
gemini,recon,gemini,2,STUB,Placeholder code detected
gemini_api,recon,gemini_api,2,STUB,Placeholder code detected
generate-totp,recon,generate-totp,2,STUB,Placeholder code detected
generator,recon,generator,2,STUB,Placeholder code detected
generatorcpython-313,recon,generatorcpython-313,2,STUB,Placeholder code detected
get-arch,recon,get-arch,2,STUB,Placeholder code detected
getting-started,recon,getting-started,2,STUB,Placeholder code detected
gexf,recon,gexf,5,STUB,Placeholder code detected
gexf_test,recon,gexf_test,5,STUB,Placeholder code detected
ghost-traffic,recon,ghost-traffic,2,STUB,Placeholder code detected
ghost-traffictest,recon,ghost-traffictest,2,STUB,Placeholder code detected
git-manager,recon,git-manager,2,STUB,Placeholder code detected
gitbook,recon,gitbook,2,STUB,Placeholder code detected
github,recon,github,5,STUB,Placeholder code detected
github_subdomains,recon,github_subdomains,4,STUB,Placeholder code detected
gitlab,recon,gitlab,5,STUB,Placeholder code detected
gleif,recon,gleif,5,STUB,Placeholder code detected
gleif_1,recon,gleif_1,5,STUB,Placeholder code detected
glob,recon,glob,2,STUB,Placeholder code detected
global,recon,global,4,STUB,Placeholder code detected
gobuster,recon,gobuster,4,STUB,Placeholder code detected
gobuster_2,recon,gobuster_2,4,STUB,Placeholder code detected
gobuster_tool,recon,gobuster_tool,4,STUB,Placeholder code detected
goreleaser,recon,goreleaser,4,STUB,Placeholder code detected
goreleaser_1,recon,goreleaser_1,4,STUB,Placeholder code detected
gospider,recon,gospider,4,STUB,Placeholder code detected
gosum,recon,gosum,2,STUB,Placeholder code detected
go_1,recon,go_1,4,STUB,Placeholder code detected
go_4,recon,go_4,4,STUB,Placeholder code detected
gpt4all_api,recon,gpt4all_api,2,STUB,Placeholder code detected
graph,recon,graph,5,STUB,Placeholder code detected
graphdb,recon,graphdb,5,STUB,Placeholder code detected
graphdb_test,recon,graphdb_test,5,STUB,Placeholder code detected
graphql,recon,graphql,2,STUB,Placeholder code detected
graphql-scanner,recon,graphql-scanner,2,STUB,Placeholder code detected
graphql_introspection,recon,graphql_introspection,2,STUB,Placeholder code detected
graphql_scan,recon,graphql_scan,1,BROKEN,SyntaxError
graphql_tool,recon,graphql_tool,2,STUB,Placeholder code detected
grepapp,recon,grepapp,5,STUB,Placeholder code detected
ground-truth-agent,recon,ground-truth-agent,2,STUB,Placeholder code detected
ground-truth-validator,recon,ground-truth-validator,2,STUB,Placeholder code detected
group,recon,group,2,STUB,Placeholder code detected
guided,recon,guided,4,STUB,Placeholder code detected
guided_recon,recon,guided_recon,4,STUB,Placeholder code detected
guided_recon_1,recon,guided_recon_1,4,STUB,Placeholder code detected
guided_recon_121,recon,guided_recon_121,4,STUB,Placeholder code detected
guided_recon_122,recon,guided_recon_122,4,STUB,Placeholder code detected
guided_view,recon,guided_view,4,STUB,Placeholder code detected
hackertarget,recon,hackertarget,2,STUB,Placeholder code detected
hackertarget_1,recon,hackertarget_1,5,STUB,Placeholder code detected
hackertarget_3,recon,hackertarget_3,5,STUB,Placeholder code detected
hakrawler,recon,hakrawler,4,STUB,Placeholder code detected
hakrawler_tool,recon,hakrawler_tool,4,STUB,Placeholder code detected
